2028-08-17,-86.604887130168
2038-05-05,-3200.86043393609
2044-05-03,682.981969803743
2032-11-04,445.990710606358
2033-11-10,-1874.79842575144
2036-02-29,-45.305162919474
2034-07-08,-1434.47428230435
2046-05-29,-3020.45274878805
2038-03-02,-209.982953707738
2043-08-30,-1922.33009735981
2033-08-06,-337.953729624376
2031-06-03,-301.947647457077
2039-01-16,-130.166127533115
2045-05-03,-1037.53373611484
2038-05-11,511.874839664655
2036-10-16,1527.62894274377
2034-01-30,-973.155213661677
2033-06-03,1018.48755638198
2043-08-03,668.569550690272
2033-05-01,-159.596300567887
2028-11-19,-323.095545916332
2031-03-08,1405.28594266669
2044-03-07,118.942793955034
2032-01-14,352.606489950921
2043-10-31,-556.184620521873
2036-08-12,-3109.54877846031
2037-04-01,-1761.28861765792
2040-02-21,-3105.25754675052
2033-07-06,781.48766500223
2038-03-14,-2316.08299088103
