2020-10-08,-320.409336468929
2034-02-11,-1168.0309461329
2035-02-23,-116.435806487608
2032-05-22,1082.82589946232
2025-09-23,1021.31187983928
2033-08-11,330.693013409593
2037-01-01,357.608023904653
2022-06-10,4019.47530700281
2035-08-11,-636.194921783809
2030-03-06,1797.12740657937
2033-02-12,-1363.62400631159
2020-10-09,1643.85326162288
2039-02-12,380.183155427822
2028-07-23,86.989799456888
2030-12-23,-1655.5145291891
2028-11-25,282.738535669003
2025-09-19,1503.78463596763
2036-01-10,-1641.59028688468
2038-10-31,-318.274660250744
2030-02-20,257.569362953608
2023-06-30,-1413.67502554896
2033-01-25,255.335845901369
2021-10-26,-1576.27975587903
2021-03-24,318.335920888297
2033-06-01,-3433.96218604721
2027-03-09,-114.644608755237
2038-04-26,-224.006933326095
2031-05-06,275.321216777982
2021-03-16,1327.43942336165
2024-10-19,1401.88316736762
